10.0,81.9,1.0,2.9,41.972379,39.933656,0.834795,3992627292.0,45.359375,92.0,6.345579,0.0,0.0,2000
10.0,81.9,1.0,2.9,42.001459,39.980677,0.85484,3992627396.0,45.359375,92.0,6.619608,0.0,0.0,2000
10.0,81.9,1.0,2.9,41.953212,39.919311,0.835728,3992627499.0,45.359375,92.0,6.639937,0.0,0.0,2000
10.0,81.9,1.0,2.9,41.911224,39.946677,0.889656,3992627603.0,45.359375,91.2,6.290321,0.0,0.0,2000
10.0,81.9,1.0,2.9,41.917369,39.910273,0.853382,3992627707.0,45.359375,92.0,6.435246,0.0,0.0,2000
10.0,81.9,1.0,2.9,41.953185,39.919216,0.835859,3992627810.0,45.359375,92.0,6.276765,0.0,0.0,2000
10.0,81.9,1.0,2.9,41.918971,39.890077,0.835313,3992627914.0,45.359375,91.2,6.041532,0.0,0.0,2000
10.0,81.9,1.0,2.9,41.950174,39.938674,0.854381,3992628017.0,45.359375,92.0,6.684774,0.0,0.0,2000
10.0,81.9,1.0,2.9,41.934238,39.904746,0.83655,3992628120.0,45.359375,92.0,6.442272,0.0,0.0,2000
10.0,81.9,1.0,2.9,42.01226,39.886256,0.76442,3992628224.0,45.359375,92.0,6.386341,0.0,0.0,2000
10.0,81.9,1.0,2.9,41.956407,39.882729,0.800598,3992628327.0,45.359375,91.2,6.054056,0.0,0.0,2000
