10.0,81.9,1.0,2.9,41.964833,41.406864,0.823498,3992644337.0,45.359375,92.8,7.972054,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.969296,41.395746,0.837525,3992644440.0,45.359375,92.8,8.762551,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.988661,41.403814,0.803526,3992644544.0,45.359375,92.8,7.712119,0.0,0.0,30000
10.0,81.9,1.0,2.9,42.007817,41.369181,0.785706,3992644648.0,45.359375,92.8,8.592736,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.94552,41.401982,0.858704,3992644752.0,45.359375,92.8,7.970625,0.0,0.0,30000
10.0,81.9,1.0,2.9,42.007791,41.379575,0.768899,3992644856.0,45.359375,92.8,8.031317,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.966567,41.427144,0.839783,3992644960.0,45.359375,92.8,8.295434,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.935324,41.397206,0.838094,3992645065.0,45.359375,92.8,8.498948,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.912564,41.430662,0.857433,3992645168.0,45.359375,92.8,8.45282,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.950876,41.422794,0.821895,3992645272.0,45.359375,92.8,7.951901,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.982623,41.470244,0.839819,3992645376.0,45.359375,92.8,7.955348,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.912892,41.430784,0.856827,3992645480.0,45.359375,92.8,8.230391,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.893132,41.436741,0.875169,3992645583.0,45.359375,92.8,7.850185,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.949918,41.392141,0.822429,3992645687.0,45.359375,92.8,8.689049,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.932819,41.375753,0.821334,3992645791.0,45.359375,92.8,8.264982,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.944862,41.477832,0.875636,3992645894.0,45.359375,92.8,8.33826,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.967858,41.493821,0.82183,3992645998.0,45.359375,92.8,7.714176,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.9138,41.380875,0.83902,3992646102.0,45.359375,92.8,8.220821,0.0,0.0,30000
10.0,81.9,1.0,2.9,42.015573,41.586017,0.84115,3992646206.0,45.359375,92.8,8.155368,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.947229,41.471459,0.840413,3992646310.0,45.359375,92.8,7.819558,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.894825,41.337711,0.840056,3992646413.0,45.359375,92.8,8.403585,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.930332,41.454516,0.83933,3992646517.0,45.359375,92.8,8.12536,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.967177,41.40708,0.822538,3992646621.0,45.359375,92.8,8.272843,0.0,0.0,30000
10.0,81.9,1.0,2.9,41.969727,41.455069,0.837511,3992646725.0,45.359375,92.8,8.085422,0.0,0.0,30000
