-1.200e-04,0.00229063
-1.192e-04,0.00244063
-1.184e-04,0.00241875
-1.176e-04,0.00258125
-1.168e-04,0.00268438
-1.160e-04,0.00274687
-1.152e-04,0.00284063
-1.144e-04,0.00295313
-1.136e-04,0.0029625
-1.128e-04,0.0031375
-1.120e-04,0.00319688
-1.112e-04,0.00320625
-1.104e-04,0.00329375
-1.096e-04,0.003375
-1.088e-04,0.003475
-1.080e-04,0.00353125
-1.072e-04,0.0035875
-1.064e-04,0.00361563
-1.056e-04,0.0036875
-1.048e-04,0.0037625
-1.040e-04,0.003825
-1.032e-04,0.0038125
-1.024e-04,0.00400313
-1.016e-04,0.00405
-1.008e-04,0.004075
-1.00e-04,0.00415937
-9.92e-05,0.00419375
-9.84e-05,0.00435
-9.76e-05,0.0044
-9.68e-05,0.00435
-9.60e-05,0.00442188
-9.52e-05,0.00445313
-9.44e-05,0.00437812
-9.36e-05,0.00455312
-9.28e-05,0.00458438
-9.20e-05,0.00452813
-9.12e-05,0.00455938
-9.04e-05,0.0047125
-8.96e-05,0.00469688
-8.88e-05,0.00472188
-8.80e-05,0.00470313
-8.72e-05,0.00484063
-8.64e-05,0.00471563
-8.56e-05,0.00479688
-8.48e-05,0.00478125
-8.40e-05,0.00480312
-8.32e-05,0.00479688
-8.24e-05,0.00482188
-8.16e-05,0.00483438
-8.08e-05,0.00489063
-8.00e-05,0.00483125
-7.92e-05,0.00479688
-7.84e-05,0.00487188
-7.76e-05,0.00479688
-7.68e-05,0.00486875
-7.60e-05,0.00480312
-7.52e-05,0.00477188
-7.44e-05,0.0048375
-7.36e-05,0.00482188
-7.28e-05,0.00475
-7.20e-05,0.00472813
-7.12e-05,0.00480312
-7.04e-05,0.00475
-6.96e-05,0.00473125
-6.88e-05,0.00465
-6.80e-05,0.004775
-6.72e-05,0.00460313
-6.64e-05,0.00463125
-6.56e-05,0.00455312
-6.48e-05,0.004575
-6.40e-05,0.00462188
-6.32e-05,0.00447813
-6.24e-05,0.00454688
-6.16e-05,0.00439688
-6.08e-05,0.00440625
-6.00e-05,0.00424688
-5.92e-05,0.0043
-5.84e-05,0.00421563
-5.76e-05,0.0041125
-5.68e-05,0.00423438
-5.60e-05,0.00415313
-5.52e-05,0.00405
-5.44e-05,0.00400937
-5.36e-05,0.00397188
-5.28e-05,0.00388438
-5.20e-05,0.0037875
-5.12e-05,0.00378125
-5.04e-05,0.003775
-4.96e-05,0.003775
-4.88e-05,0.00352812
-4.80e-05,0.00356875
-4.72e-05,0.00353438
-4.64e-05,0.00348125
-4.56e-05,0.00345313
-4.48e-05,0.00328125
-4.40e-05,0.00325625
-4.32e-05,0.00323438
-4.24e-05,0.00310938
-4.16e-05,0.00315
-4.08e-05,0.0031
-4.00e-05,0.00291875
-3.92e-05,0.0028875
-3.84e-05,0.00273438
-3.76e-05,0.00278437
-3.68e-05,0.00269063
-3.60e-05,0.0026875
-3.52e-05,0.00257188
-3.44e-05,0.00252813
-3.36e-05,0.00237188
-3.28e-05,0.00236563
-3.20e-05,0.00229063
-3.12e-05,0.00223125
-3.04e-05,0.0020875
-2.96e-05,0.00208438
-2.88e-05,0.001875
-2.80e-05,0.00190625
-2.72e-05,0.00180625
-2.64e-05,0.00169688
-2.56e-05,0.00165938
-2.48e-05,0.00153125
-2.40e-05,0.001525
-2.32e-05,0.00150313
-2.24e-05,0.00140313
-2.16e-05,0.00133438
-2.08e-05,0.00119063
-2.00e-05,0.00120938
-1.92e-05,0.001075
-1.84e-05,0.00100625
-1.76e-05,0.000928125
-1.68e-05,0.00084375
-1.60e-05,0.000878125
-1.52e-05,0.000759375
-1.44e-05,0.000596875
-1.36e-05,0.0005875
-1.28e-05,0.000553125
-1.20e-05,0.0005125
-1.12e-05,0.000359375
-1.04e-05,0.000275
-9.6e-06,0.0001875
-8.8e-06,0.000178125
-8.0e-06,5.9375e-05
-7.2e-06,6.875e-05
-6.4e-06,6.5625e-05
-5.6e-06,-0.000109375
-4.8e-06,-0.00015625
-4.0e-06,-0.000115625
-3.2e-06,-0.000303125
-2.4e-06,-0.000303125
-1.6e-06,-0.000403125
-8e-07,-0.000428125
0.0e+00,-0.0005375
8e-07,-0.00051875
1.6e-06,-0.0006
2.4e-06,-0.0006125
3.2e-06,-0.00073125
4.0e-06,-0.000715625
4.8e-06,-0.000875
5.6e-06,-0.000909375
6.4e-06,-0.001075
7.2e-06,-0.00103125
8.0e-06,-0.00107813
8.8e-06,-0.0012375
9.6e-06,-0.00121875
1.04e-05,-0.0012625
1.12e-05,-0.001275
1.20e-05,-0.0014375
1.28e-05,-0.0013375
1.36e-05,-0.0015
1.44e-05,-0.00151875
1.52e-05,-0.0015375
1.60e-05,-0.00156875
1.68e-05,-0.00165313
1.76e-05,-0.00165
1.84e-05,-0.00172813
1.92e-05,-0.00177188
2.00e-05,-0.00178125
2.08e-05,-0.00185938
2.16e-05,-0.00190625
2.24e-05,-0.00189688
2.32e-05,-0.00190937
2.40e-05,-0.0020375
2.48e-05,-0.00205313
2.56e-05,-0.00200625
2.64e-05,-0.00208438
2.72e-05,-0.002075
2.80e-05,-0.002025
2.88e-05,-0.00213437
2.96e-05,-0.00217188
3.04e-05,-0.0021125
3.12e-05,-0.00213125
3.20e-05,-0.00217813
3.28e-05,-0.00219063
3.36e-05,-0.00215937
3.44e-05,-0.0023125
3.52e-05,-0.00226875
3.60e-05,-0.00230938
3.68e-05,-0.00229688
3.76e-05,-0.00232188
3.84e-05,-0.00235313
3.92e-05,-0.002325
4.00e-05,-0.00235625
4.08e-05,-0.00231875
4.16e-05,-0.00241563
4.24e-05,-0.00240313
4.32e-05,-0.0025125
4.40e-05,-0.00239688
4.48e-05,-0.00235625
4.56e-05,-0.00242813
4.64e-05,-0.00244688
4.72e-05,-0.00241875
4.80e-05,-0.00254062
4.88e-05,-0.00249375
4.96e-05,-0.00245
5.04e-05,-0.00254375
5.12e-05,-0.00250938
5.20e-05,-0.00255
5.28e-05,-0.00255313
5.36e-05,-0.00250312
5.44e-05,-0.00254062
5.52e-05,-0.00250625
5.60e-05,-0.00250625
5.68e-05,-0.0025625
5.76e-05,-0.0025
5.84e-05,-0.00249375
5.92e-05,-0.00243125
6.00e-05,-0.00255937
6.08e-05,-0.00253438
6.16e-05,-0.00253125
6.24e-05,-0.00243437
6.32e-05,-0.002425
6.40e-05,-0.002575
6.48e-05,-0.0026
6.56e-05,-0.00250312
6.64e-05,-0.00262812
6.72e-05,-0.00249687
6.80e-05,-0.00245938
6.88e-05,-0.002525
6.96e-05,-0.00255625
7.04e-05,-0.00252188
7.12e-05,-0.00254375
7.20e-05,-0.00253438
7.28e-05,-0.00241875
7.36e-05,-0.0024375
7.44e-05,-0.00243437
7.52e-05,-0.00244688
7.60e-05,-0.00254375
7.68e-05,-0.00237813
7.76e-05,-0.00249375
7.84e-05,-0.00247187
7.92e-05,-0.00253438
8.00e-05,-0.00247187
8.08e-05,-0.00243125
8.16e-05,-0.00244375
8.24e-05,-0.00241875
8.32e-05,-0.00242813
8.40e-05,-0.00239063
8.48e-05,-0.00240313
8.56e-05,-0.00238438
8.64e-05,-0.00233125
8.72e-05,-0.00230625
8.80e-05,-0.00231562
8.88e-05,-0.00225
8.96e-05,-0.00228437
9.04e-05,-0.00230625
9.12e-05,-0.0022625
9.20e-05,-0.00225938
9.28e-05,-0.00231562
