10.0,81.9,1.0,2.9,40.920301,35.270741,0.820161,3992551651.0,45.359375,88.0,7.208146,0.0,0.0,500
10.0,81.9,1.0,2.9,40.939671,35.24539,0.83599,3992551754.0,45.359375,88.0,8.08331,0.0,0.0,500
10.0,81.9,1.0,2.9,40.973497,35.255796,0.819903,3992551857.0,45.359375,88.0,8.203967,0.0,0.0,500
10.0,81.9,1.0,2.9,40.954456,35.182742,0.821362,3992551961.0,45.359375,88.0,8.423279,0.0,0.0,500
10.0,81.9,1.0,2.9,40.955623,35.291089,0.837134,3992552064.0,45.359375,88.0,7.449509,0.0,0.0,500
10.0,81.9,1.0,2.9,40.944952,35.325058,0.799613,3992552167.0,45.359375,88.0,6.26897,0.0,0.0,500
10.0,81.9,1.0,2.9,40.936039,35.325202,0.855892,3992552270.0,45.359375,88.0,7.411176,0.0,0.0,500
10.0,81.9,1.0,2.9,40.939053,35.196093,0.819866,3992552373.0,45.359375,88.0,8.916185,0.0,0.0,500
10.0,81.9,1.0,2.9,41.010246,35.149887,0.802779,3992552476.0,45.359375,88.0,9.003751,0.0,0.0,500
10.0,81.9,1.0,2.9,40.966553,35.275638,0.840696,3992552580.0,45.359375,88.0,8.154816,0.0,0.0,500
10.0,81.9,1.0,2.9,41.008171,35.306246,0.837673,3992552683.0,45.359375,88.0,7.835919,0.0,0.0,500
10.0,81.9,1.0,2.9,40.958189,35.213272,0.819159,3992552786.0,45.359375,88.0,8.404842,0.0,0.0,500
10.0,81.9,1.0,2.9,40.954398,35.143863,0.838689,3992552889.0,45.359375,88.0,9.296646,0.0,0.0,500
10.0,81.9,1.0,2.9,40.938395,35.285431,0.819834,3992552993.0,45.359375,88.0,6.958759,0.0,0.0,500
10.0,81.9,1.0,2.9,40.913787,35.269314,0.87384,3992553096.0,45.359375,88.0,8.363418,0.0,0.0,500
10.0,81.9,1.0,2.9,40.932642,35.343874,0.874075,3992553199.0,45.359375,88.0,7.296833,0.0,0.0,500
